title,score,num_users_voted,num_fb_likes,genres,keywords,synopsis,date,budget,gross
The Legend of Tarzan,6.6,42372,29000.0,action__adventure__drama__romance,male objectification__africa__tarzan__jungle__capture,"John Clayton following his parents' death in Africa would be raised by an ape and would be known by the name Tarzan, would leave Africa and go to his parents's home in England along with woman he fell in love with and married, Jane Porter. He would be asked by Belgian King Leopold to go to Africa to see what he has done there to help the country. Initially he refuses. But an American, George Washington Williams wants him to accept so he can accompany him. He says that Leopold might be committing all sorts of atrocities to achieve his goal like slavery. He needs to prove it. Clayton agrees and his wife insists that she accompany him because she misses Africa. They go and when they arrive a man named Rom who works for Leopold attacks the village they are at and captures Tarzan and Jane. With Washington's help he escapes and sets out to rescue Jane by going across the jungle and Washington joins him despite being told that he might not make it. .",2016-08-05,180000000,124051759
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,286506,5700.0,adventure__family__fantasy,lion__professor__hide and seek__snow__magic,"Four children from the same family have to leave their town because WWII is happening. A women and a professor take the children to their house. While playing a game of hide and seek the youngest member of the family 'Lucy' finds a wardrobe to hide in. She travels back and back into the wardrobe and finds a place named Narnia. After going in twice the four children go in together for the last time. They battle wolves, meet talking animals, encounter a evil white witch and meet a magnificent lion named 'Aslan'. Will this be the end of their journey to narnia or will they stay?",2006-05-05,180000000,291709845
X-Men: Apocalypse,7.3,148379,54000.0,action__adventure__sci-fi,mutant__x men__superhero team__superhero__year 1983,"Since the dawn of civilization, he was worshipped as a God. Apocalypse, the first and most powerful mutant from Marvel's X-Men universe, amassed the powers of many other mutants, becoming immortal and invincible. Upon awakening after thousands of years, he is disillusioned with the world as he finds it and recruits a team of powerful mutants, including a disheartened Magneto, to cleanse mankind and create a new world order, over which he will reign. As the fate of the Earth hangs in the balance, Raven with the help of Professor X must lead a team of young X-Men to stop their greatest nemesis and save mankind from complete destruction.",2016-07-15,178000000,154985087
The Dark Knight,9.0,1676169,37000.0,action__crime__drama__thriller,dc comics__star died before release__based on comic book__psychopath__urban setting,"Set within a year after the events of Batman Begins, Batman, Lieutenant James Gordon, and new district attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City until a mysterious and sadistic criminal mastermind known only as the Joker appears in Gotham, creating a new wave of chaos. Batman's struggle against the Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent and Rachel Dawes.",2009-02-27,185000000,533316061
Up,8.3,665575,27000.0,animation__adventure__comedy__family,house__balloon__skeleton__promise__retirement,Carl Fredricksen as a boy wanted to explore South America and find the forbidden Paradise Falls. About 64 years later he gets to begin his journey along with a Boy Scout named Russel with help from 500 balloons. On their journey they discover many new friends including a talking dog and Carl and Russel figure out that someone evil plans. Carl soon realizes that this evildoer is his childhood idol. Will they be able to defeat him and will they find Paradise Falls?,2009-10-30,175000000,292979556
Monsters vs. Aliens,6.5,114553,2200.0,animation__action__adventure__comedy__family__sci-fi,giant__alien__giantess__alien invasion__alien space craft,"When a meteorite from outer space hits a young California woman named Susan Murphy and turns her into a giant monster, she is taken to a secret government compound where she meets a ragtag group of monsters also rounded up over the years. As a last resort, under the guidance of General W.R. Monger, on a desperate order from The President, the motley crew of Monsters is called into action to combat the aliens and save the world from imminent destruction!",2009-08-21,175000000,198332128
Iron Man,7.9,696338,10000.0,action__adventure__sci-fi,playboy__billionaire__inventor__afghanistan__u.s. air force,"Tony Stark. Genius, billionaire, playboy, philanthropist. Son of legendary inventor and weapons contractor Howard Stark. When Tony Stark is assigned to give a weapons presentation to an Iraqi unit led by Lt. Col. James Rhodes, he's given a ride on enemy lines. That ride ends badly when Stark's Humvee that he's riding in is attacked by enemy combatants. He survives - barely - with a chest full of shrapnel and a car battery attached to his heart. In order to survive he comes up with a way to miniaturize the battery and figures out that the battery can power something else. Thus Iron Man is born. He uses the primitive device to escape from the cave in Iraq. Once back home, he then begins work on perfecting the Iron Man suit. But the man who was put in charge of Stark Industries has plans of his own to take over Tony's technology for other matters.",2008-09-26,140000000,318298180
Hugo,7.5,245333,42000.0,adventure__drama__family__mystery,automaton__steampunk__railway station__mechanical__train,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key. Hugo needs to find the key to unlock the secret he believes it contains. On his adventures, he meets George Melies, a shopkeeper, who works in the train station, and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",2012-04-06,170000000,73820094
Wild Wild West,4.8,129601,1800.0,action__western__comedy__sci-fi,utah__buddy movie__steampunk__inventor__general,"Jim West is a guns-a-blazing former Civil War hero. Artemus Gordon is an inventive U.S. Marshal who excels in disguise. When the United States is threatened by psychotic Confederate Arliss Loveless, President Ulysses Grant teams the duo up to bring him to justice. On a hazard-packed train journey from Washington D.C. to Utah, West and Gordon must combine their skills to best Loveless and his diabolical machines.",1999-10-01,170000000,113745408
The Mummy: Tomb of the Dragon Emperor,5.2,117927,1700.0,action__adventure__fantasy__horror__thriller,emperor__shangri la__mummy__china__army,"Centuries ago, the evil Emperor Han was cursed by the sorceress Zi Yuan who transformed him and his army into mummies. In 1946, the explorer Rick O'Connell and his wife Evelyn O'Connell are invited by the British government to take a relic, the diamond ""The Eye of Shangri-La"" to China. The ancient stone is capable of resurrecting the Emperor Han and of pointing the way to Shangri-La and the eternal pool of life. When the couple reaches China, they meet their son Alex O'Connell, who has discovered the tomb of Han, and Evelyn's brother Jonathan Carnahan. The O'Connells are betrayed by their friend Prof. Roger Wilson, who is associated with General Yang. Yang wants to serve Emperor Han, so he resurrects the mummy and they head for Shangri-La. The guardian of Han's tomb (and Zi's daughter) Lin tells them that the only ways to destroy Han are to prevent him from reaching Shangri-La or by stabbing his heart with a cursed dagger.",2008-09-19,145000000,102176165
Suicide Squad,6.9,118992,80000.0,action__adventure__comedy__sci-fi,critically bashed__based on comic book__super villain__father daughter relationship__reference to superman,"It feels good to be bad...Assemble a team of the world's most dangerous, incarcerated Super Villains, provide them with the most powerful arsenal at the government's disposal, and send them off on a mission to defeat an enigmatic, insuperable entity. U.S. intelligence officer Amanda Waller has determined only a secretly convened group of disparate, despicable individuals with next to nothing to lose will do. However, once they realize they weren't picked to succeed but chosen for their patent culpability when they inevitably fail, will the Suicide Squad resolve to die trying, or decide it's every man for himself?",2016-08-09,175000000,161087183
Evan Almighty,5.4,115099,2000.0,comedy__family__fantasy,ark__congressman__change__flood__depiction of god,"Buffalo newsman Evan Baxter is elected to Congress with the slogan, ""Change the world."" He lucks into a huge house in a new Virginia suburb. His Capitol office is also fantastic, but there's a catch: he's tapped by the powerful Congressman Long to co-sponsor a bill to allow development in national parks. In steps God, who appears to a disbelieving Evan and gently commands him to build an ark. Tools and wood arrive in Evan's yard, animal pairs follow, his beard and hair grow wildly, nomad's clothes and a staff appear. Long grows impatient, Evan starts building, his family leaves him, reporters gather, and drought grips D.C. Still, Evan believes. But will he change the world?",2007-09-28,175000000,100289690
Edge of Tomorrow,7.9,431620,77000.0,action__adventure__sci-fi,time loop__alien__dying repeatedly__combat__end of the world,"An alien race has hit the Earth in an unrelenting assault, unbeatable by any military unit in the world. Major William Cage (Cruise) is an officer who has never seen a day of combat when he is unceremoniously dropped into what amounts to a suicide mission. Killed within minutes, Cage now finds himself inexplicably thrown into a time loop-forcing him to live out the same brutal combat over and over, fighting and dying again...and again. But with each battle, Cage becomes able to engage the adversaries with increasing skill, alongside Special Forces warrior Rita Vrataski (Blunt). And, as Cage and Vrataski take the fight to the aliens, each repeated encounter gets them one step closer to defeating the enemy!",2014-09-05,178000000,100189501
Waterworld,6.1,144337,5400.0,action__adventure__sci-fi__thriller,sea__smoker__future__water__sail,"The polar ice caps have melted, and the earth is covered by water. The remaining people travel the seas, in search of survival. Several different societies exist. The Mariner falls from his customary and solitary existence into having to care for a woman and a young girl while being pursued by the evil forces of the Deacon.",,175000000,88246220
G.I. Joe: The Rise of Cobra,5.8,174578,6300.0,action__adventure__sci-fi__thriller,gi joe__warhead__cobra__snake__train,"Two soldiers stationed in Kazahkstan (Captain Duke Hauser and his partner ""Ripcord"") are ordered to transport special warheads created by MARS, an arms' manufacturer controlled by James McCullen. When they are attacked by thieves (led by Anastasia DeCobray, with whom Duke has history), they are saved by a top secret, international special forces unit known as ""G.I. Joe"". The leader of G.I. Joe, General Abernathy (or Hawk) is on the trail of the thieves: an evil organization called ""Cobra"". While Duke and Ripcord train to join the Joes, McCullen (""Destro"") is secretly working for Cobra and plotting to recapture his metal-eating ""Nanomite"" warheads. Duke and Ripcord (with help from Heavy Duty, Snake Eyes, and the rest of the Joes) must prove that they are Real American Heroes -- by stopping the launch of these warheads before Cobra uses them to take over the world.",2009-10-30,175000000,150167630
Inside Out,8.3,345198,118000.0,animation__adventure__comedy__drama__family__fantasy,sadness__joy__memory__running away__anger,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",2015-12-04,175000000,356454367
The Jungle Book,7.8,106072,65000.0,adventure__drama__family__fantasy,tiger__jungle__fire__wolf__remake,"The man-cub Mowgli flees the jungle after a threat from the tiger Shere Khan. Guided by Bagheera the panther and the bear Baloo, Mowgli embarks on a journey of self-discovery, though he also meets creatures who don't have his best interests at heart.",2016-08-05,175000000,362645141
Iron Man 2,7.0,522371,18000.0,action__adventure__sci-fi,tony stark__hammer__military__revenge__monaco,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press, and the public to share his technology with the military. Unwilling to let go of his invention, Stark, along with Pepper Potts, and James ""Rhodey"" Rhodes at his side, must forge new alliances - and confront powerful enemies.",2010-08-13,200000000,312057433
Snow White and the Huntsman,6.1,228554,53000.0,action__adventure__drama__fantasy,snow white__queen__magic__fairy tale__evil queen,"Snow White, imprisoned daughter of the late king, escapes just as the Magic Mirror declares her the source of the Evil Queen's immortality. The Queen sends her men, led by a local huntsman, to bring her back. But upon her capture, the huntsman finds he's being played and turns against the Queen's men, saving Snow White in the process. Meanwhile, Snow's childhood friend, William, learns that she is alive and sets off to save her.",2012-08-31,170000000,155111815
Maleficent,7.0,252257,89000.0,action__adventure__family__fantasy__romance,dark fantasy__king__kingdom__curse__fairy,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal - an act that begins to turn her pure heart to stone. Bent on revenge, Maleficent faces a battle with the invading king's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and perhaps to Maleficent's true happiness as well.",2014-11-28,180000000,241407328
Dawn of the Planet of the Apes,7.6,317542,45000.0,action__adventure__drama__sci-fi,post apocalypse__sequel__ape__leader__dam,"A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier. They reach a fragile peace, but it proves short-lived, as both sides are brought to the brink of a war that will determine who will emerge as Earth's dominant species.",2014-11-28,170000000,208543795
The Lovers,4.5,2138,677.0,action__adventure__romance__sci-fi,india__great barrier reef__ring__british india__1770s,"Great Barrier Reef, 2020. After a dangerous dive to save his wife Laura trapped while exploring an colonial British merchant ship wreckage, Jay Fennel, a rugged and attractive marine archeologist lies brain dead in a Boston hospital. Fennel's dream-like coma takes us back in time to Pune, India in 1778. The British East India Company is invading the palaces and a young captain named James Stewart, who bears a striking resemblance to Fennel, is about to embark on a dangerous mission. Along the way he encounters murder, deceit, betrayal and revenge. He falls deeply in love with an Indian She-warrior named Tulaja, an impossible love which he must fight for. Only the power of a ring can transcend time and save a life.",2014-11-28,[],[]
47 Ronin,6.3,116994,35000.0,action__adventure__drama__fantasy,shogun__samurai__ronin__box office flop__tournament,"While hunting in the forest, Lord Asano of Ako and his samurai find a young half-breed and take him with them to live in the castle. Several years later, Lord Asano holds a tournament to welcome the Shogun to Ako. The night after the tournament, Lord Asano is bewitched into hurting Lord Kira of Nagato, and is punished into committing seppuku by the Shogun. Realizing that it was a Lord Kira's evil plot, the samurais and the half-breed sets out for revenge against the Shogun's order.",2014-01-31,175000000,38297305
Captain America: The Winter Soldier,7.8,496749,55000.0,action__adventure__sci-fi,conspiracy__megalomaniac__heroism__world domination__super soldier,"For Steve Rogers, awakening after decades of suspended animation involves more than catching up on pop culture; it also means that this old school idealist must face a world of subtler threats and difficult moral complexities. That becomes clear when Director Nick Fury is killed by the mysterious assassin, the Winter Soldier, but not before warning Rogers that SHIELD has been subverted by its enemies. When Rogers acts on Fury's warning to trust no one there, he is branded as a traitor by the organization. Now a fugitive, Captain America must get to the bottom of this deadly mystery with the help of the Black Widow and his new friend, The Falcon. However, the battle will be costly for the Sentinel of Liberty, with Rogers finding enemies where he least expects them while learning that the Winter Soldier looks disturbingly familiar.",2014-08-15,170000000,259746958
Shrek Forever After,6.4,138661,6600.0,animation__adventure__comedy__family__fantasy,female warrior__alternate world__fairy tale parody__ogre__true love,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away -- where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met -- he sets out to restore his world and reclaim his true love.",2010-09-03,165000000,238371987
Tomorrowland,6.5,128306,37000.0,action__adventure__family__mystery__sci-fi,time travel__futuristic city__inventor__boy genius__teenage girl,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",2015-09-11,190000000,93417865
Big Hero 6,7.9,279093,41000.0,animation__action__adventure__comedy__drama__family__sci-fi,robot__martial arts__superhero__masked man__high tech,"When a devastating event befalls the city of San Fransokyo and catapults Hiro into the midst of danger, he turns to Baymax and his close friends adrenaline junkie Go Go Tomago, neatnik Wasabi, chemistry whiz Honey Lemon and fanboy Fred. Determined to uncover the mystery, Hiro transforms his friends into a band of high-tech heroes called ""Big Hero 6.""",2015-05-08,165000000,222487711
Wreck-It Ralph,7.8,272534,40000.0,animation__adventure__comedy__family__sci-fi,medal__glitch__arcade__candy__king,"Wreck-It Ralph longs to be as beloved as his game's perfect Good Guy, Fix-It Felix. Problem is, nobody loves a Bad Guy. But they do love heroes... so when a modern, first-person shooter game arrives featuring tough-as-nails Sergeant Calhoun, Ralph sees it as his ticket to heroism and happiness. He sneaks into the game with a simple plan -- win a medal -- but soon wrecks everything, and accidentally unleashes a deadly enemy that threatens every game in the arcade. Ralph's only hope? Vanellope von Schweetz, a young troublemaking ""glitch"" from a candy-coated cart racing game who might just be the one to teach Ralph what it means to be a Good Guy. But will he realize he is good enough to become a hero before it's ""Game Over"" for the entire arcade?",2013-04-26,165000000,189412677
The Polar Express,6.6,120798,10000.0,animation__adventure__family__fantasy,boy__north pole__christmas__christmas eve__train,"This is the story of a young hero boy on Christmas Eve who boards on a powerful magical train that's headed to the North Pole and Santa Claus's home. What unfolds is an an adventure which follows a doubting boy, who takes an extraordinary train ride to the North Pole; during this ride, he embarks on a journey of self-discovery which shows him that the wonder of life never fades for those who believe.",2012-12-28,165000000,665426
Independence Day: Resurgence,5.5,58137,67000.0,action__adventure__sci-fi,alien__mothership__battle__independence day__defense,"Two decades after the freak alien invasion that nearly destroyed mankind a new threat emerges. This Alien mothership is more than twice the size as the last one and once again, the world's armies must band together to save the world. Do they have enough firepower or will this battle change and will aliens take over?",2016-08-05,165000000,102315545
How to Train Your Dragon,8.2,485430,33000.0,animation__adventure__family__fantasy,dragon__viking__village__island__training,"Long ago up North on the Island of Berk, the young Viking, Hiccup, wants to join his town's fight against the dragons that continually raid their town. However, his macho father and village leader, Stoik the Vast, will not allow his small, clumsy, but inventive son to do so. Regardless, Hiccup ventures out into battle and downs a mysterious Night Fury dragon with his invention, but can't bring himself to kill it. Instead, Hiccup and the dragon, whom he dubs Toothless, begin a friendship that would open up both their worlds as the observant boy learns that his people have misjudged the species. But even as the two each take flight in their own way, they find that they must fight the destructive ignorance plaguing their world.",2010-07-16,165000000,217387997
Terminator 3: Rise of the Machines,6.4,305340,3500.0,action__sci-fi,exploding truck__future__skynet__machine__drifter,"More than 10 years after 'Terminator 2', John Connor now exists only as a drifter - living 'off the grid', so no more Terminators from the future can hunt him down. Unfortunately, SkyNet does send another one back - and this one is called the T-X, even more powerful & advanced than the dreaded T-1000. However, another CSM-101 Terminator is also sent back to protect John against the T-X. Now, Skynet is patiently assuming control of civilian computer systems, under the guise of a computer virus. John has also met his future wife, Kate Brewster, whose father - a U.S. Air Force General - is in charge of the military computer systems & is leery of up linking SkyNet. However, when the SkyNet virus infects the U.S military computers & leaves the country open to attack, the machines begin their horrific takeover. Soon a nuclear war will result - and the war against the machines will begin. Can the outdated CSM-101 Terminator eliminate the highly advanced T-X - or will a darker future await ...",2003-10-17,200000000,150350192
Guardians of the Galaxy,8.1,682155,96000.0,action__adventure__sci-fi,outer space__bounty hunter__talking animal__tree__raccoon,"After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth, is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the ""Guardians of the Galaxy"" to save the world.",2015-01-09,170000000,333130696
Interstellar,8.6,928227,349000.0,adventure__drama__sci-fi,wormhole__father daughter relationship__space travel__black hole__saving the world,"Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.",2015-03-13,165000000,187991439
Inception,8.8,1468200,175000.0,action__adventure__sci-fi__thriller,dream__subconscious__ambiguous ending__thief__corporate espionage,"Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible - inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.",2010-12-31,160000000,292568851
Godzilla Resurgence,8.2,374,2500.0,action__adventure__drama__horror__sci-fi,monster__godzilla__blood__sequel,"An unknown accident occurs in Tokyo Bay's Aqua Line, which causes an emergency cabinet to assemble. All of the sudden, a giant creature immediately appears, destroying town after town with its landing reaching the capital. This mysterious giant monster is named ""Godzilla"".",2010-12-31,[],[]
The Hobbit: An Unexpected Journey,7.9,637246,166000.0,adventure__fantasy,dragon__dwarf__wizard__orc__hobbit,"Bilbo Baggins is swept into a quest to reclaim the lost Dwarf Kingdom of Erebor from the fearsome dragon Smaug. Approached out of the blue by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior, Thorin Oakenshield. Their journey will take them into the Wild; through treacherous lands swarming with Goblins and Orcs, deadly Wargs and Giant Spiders, Shapeshifters and Sorcerers. Although their goal lies to the East and the wastelands of the Lonely Mountain first they must escape the goblin tunnels, where Bilbo meets the creature that will change his life forever ... Gollum. Here, alone with Gollum, on the shores of an underground lake, the unassuming Bilbo Baggins not only discovers depths of guile and courage that surprise even him, he also gains possession of Gollum's ""precious"" ring that holds unexpected and useful qualities ... A simple, gold ring that is tied to the fate of all Middle-earth in ways Bilbo cannot begin to ...",2013-04-19,180000000,303001229
The Fast and the Furious,6.7,272223,14000.0,action__crime__thriller,truck__trucker__eighteen wheeler__illegal street racing__undercover cop,"Los Angeles street racer Dominic Toretto falls under the suspicion of the LAPD as a string of high-speed electronics truck robberies rocks the area. Brian O'Connor, an officer of the LAPD, joins the ranks of Toretto's highly skilled racing crew undercover to convict Toretto. However, O'Connor finds himself both enamored with this new world and in love with Toretto's sister, Mia. As a rival racing crew gains strength, O'Connor must decide where his loyalty really lies.",2001-10-26,38000000,144512310
The Curious Case of Benjamin Button,7.8,459346,23000.0,drama__fantasy__romance,premature aging__deformed baby__lingerie slip__older man younger woman relationship__diary,"On the day that Hurricane Katrina hits New Orleans, elderly Daisy Williams (nee Fuller) is on her deathbed in a New Orleans hospital. At her side is her adult daughter, Caroline. Daisy asks Caroline to read to her aloud the diary of Daisy's lifelong friend, Benjamin Button. Benjamin's diary recounts his entire extraordinary life, the primary unusual aspect of which was his aging backwards, being diagnosed with several aging diseases at birth and thus given little chance of survival, but who does survive and gets younger with time. Abandoned by his biological father, Thomas Button, after Benjamin's biological mother died in childbirth, Benjamin was raised by Queenie, a black woman and caregiver at a seniors home. Daisy's grandmother was a resident at that home, which is where she first met Benjamin. Although separated through the years, Daisy and Benjamin remain in contact throughout their lives, reconnecting in their forties when in age they finally match up. Some of the revelations ...",2009-04-17,150000000,127490802
X-Men: First Class,7.8,518537,54000.0,action__adventure__sci-fi,mutant__professor__nuclear war__cia__cia agent,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were archenemies, they were closest of friends, working together, with other Mutants (some familiar, some new), to stop the greatest threat the world has ever known. In the process, a rift between them opened, which began the eternal war between Magneto's Brotherhood and Professor X's X-MEN.",2011-09-23,160000000,146405371
The Hunger Games: Mockingjay - Part 2,6.6,166137,38000.0,adventure__sci-fi,dystopia__rebellion__revolution__execution__death of sister,"After young Katniss Everdeen agrees to be the symbol of rebellion, the Mockingjay, she tries to return Peeta to his normal state, tries to get to the Capitol, and tries to deal with the battles coming her way...but all for her main goal; assassinating President Snow and returning peace to the Districts of Panem. As her squad starts to get smaller and smaller, will she make it to the Capitol? Will she get revenge on Snow? Or will her target change? Will she be with her ""Star-Crossed Lover"", Peeta? Or her long time friend, Gale? Deaths, Bombs, Bows and Arrows, A Love Triangle, Hope. What will happen?",2016-02-19,160000000,281666058
The Sorcerer's Apprentice,6.1,124185,11000.0,action__adventure__family__fantasy,training__spell__love__chosen one__enchanted object,"Balthazar Blake (Nicolas Cage) is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath (Alfred Molina). Balthazar can't do it alone, so he recruits Dave Stutler (Jay Baruchel), a seemingly average guy who demonstrates hidden potential, as his reluctant prot?g?. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness. It'll take all the courage Dave can muster to survive his training, save the city and get the girl as he becomes The Sorcerer's Apprentice.",2010-10-22,150000000,63143812
Poseidon,5.6,82380,1700.0,action__adventure__drama__thriller,passenger__water__ocean__escape__cruise,"It is New Year's Eve, and over 2,000 passengers & crew are ringing in the New Year aboard the huge cruise ship 'Poseidon' when it capsizes on the open sea in the middle of the North Atlantic Ocean! A small group of survivors find themselves unlikely allies in a battle for their lives. Preferring to test the odds alone, career gambler Dylan Johns ignores captain's orders to wait below for possible rescue and sets out to find his own way to safety. What begins as a solo mission soon draws others, as Dylan is followed by a desperate father searching for his daughter and her fianc?e--a young couple who hours before couldn't summon the courage to tell him they were engaged and now face much graver challenges. Along the way they are joined by a single mother and her wise-beyond-his-years son, an anxious stowaway and a despondent fellow passenger who boarded the ship not sure he wanted to live but now knows he doesn't want to die. Determined to fight their way to the surface, the group sets ...",2006-08-04,160000000,60655503
Alice Through the Looking Glass,6.4,21352,30000.0,adventure__family__fantasy,mad hatter__queen__dark fantasy__sequel__clock,"Alice returns to the magical world of Underland, only to find the Hatter in a horrible state. With the help of her friends, Alice must travel through time to save the Mad Hatter and Underland's fate from the evil clutches of the Red Queen and a clock like creature, known as Time.",2016-08-05,170000000,76846624
Shrek the Third,6.1,211971,1300.0,animation__adventure__comedy__family__fantasy,prince__fairy tale__princess__disney spoof__tough guy,"When Fiona's father and King of Far Far Away passes away, the clumsy Shrek becomes the immediate successor of the throne. However, Shrek decides to find the legitimate heir Artie in a distant kingdom with his friends Donkey and Puss in Boots to be able return to his beloved house in the swamp with the pregnant Fiona. Meanwhile, the envious and ambitious Prince Charming joins the villains of the fairytales plotting a coup d'?tat to become the new king.",2007-08-03,160000000,320706665
Warcraft,7.3,111609,89000.0,action__adventure__fantasy,based on video game__orc__fictional language__sword and sorcery__fictional war,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the othert faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home. I you",2016-07-15,160000000,46978995
Terminator Genisys,6.6,188457,82000.0,action__adventure__sci-fi,cyborg__future__robot__time machine__alternate timeline,"When John Connor (Jason Clarke), leader of the human resistance, sends Sgt. Kyle Reese (Jai Courtney) back to 1984 to protect Sarah Connor (Emilia Clarke) and safeguard the future, an unexpected turn of events creates a fractured timeline. Now, Sgt. Reese finds himself in a new and unfamiliar version of the past, where he is faced with unlikely allies, including the Guardian (Arnold Schwarzenegger), dangerous new enemies, and an unexpected new mission: To reset the future...",2015-09-11,155000000,89732035
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,106446,11000.0,adventure__family__fantasy,warrior__mouse__quest__dragon__king,"Lucy and Edmund Pevensie are stranded in Cambridge, living in the house of their obnoxious cousin Eustace, while the grown-ups Susan and Peter are living in the USA with their parents. When a painting of a ship sailing on the sea of Narnia overflows water in their room, Lucy, Edmund and Eustace are transported to the ocean of Narnia and rescued by King Caspian and the crew of the ship The Dawn Treader. Caspian explains that Narnia has been in peace for three years but before he took his throne back, his uncle tried to kill the seven lords of Telmar, who were the closest and most loyal friends of his father. They fled to The Lone Island and no one has ever heard anything about them. Now Caspian is seeking out the lords of Telmar with his Captain Drinian, the talking mouse Reepicheep and his loyal men. Soon, they discover that an evil form of green mist is threatening Narnia and the siblings and their cousin join Caspian in a quest to retrieve the seven swords of the seven lords of ...",2011-04-08,155000000,104383624
Pearl Harbor,6.1,254111,8200.0,action__drama__history__romance__war,sunday__air raid__black smoke__japanese military__japanese navy,"Pearl Harbor is a classic tale of romance set during a war that complicates everything. It all starts when childhood friends Rafe and Danny become Army Air Corps pilots and meet Evelyn, a Navy nurse. Rafe falls head over heels and next thing you know Evelyn and Rafe are hooking up. Then Rafe volunteers to go fight in Britain and Evelyn and Danny get transferred to Pearl Harbor. While Rafe is off fighting everything gets completely whack and next thing you know everybody is in the middle of an air raid we now know as ""Pearl Harbor.""",2001-11-30,140000000,198539855
